Column1,Column2
Consumer Discretionary,wowcarpetcleaning
Consumer Discretionary,vahperd
Consumer Discretionary,astraldesigns
Consumer Discretionary,purecarpetcare
Industrials,pjindustrial
Consumer Discretionary,centerforearlyeducation
Industrials,muskegontool
Industrials,becmachine
Consumer Discretionary,papie
Consumer Discretionary,lasalle-education
Consumer Discretionary,bradfordcollegeeducationtrust
Consumer Discretionary,celebrationeducation
Industrials,cadmach
Industrials,smsltd
Industrials,wrightroller
Industrials,buffaloturbine
Industrials,lemarindustrial.br
Information Technology,snwntechsolution
Industrials,bosaerospace
Information Technology,bustoutsolutions
Information Technology,wireless1apps
Consumer Discretionary,nierindia.info
Information Technology,webbnix
Consumer Discretionary,textileevents
Industrials,warsawmachinery
Information Technology,devsolutionsnw
Industrials,genswiss
Industrials,lsicnc
Industrials,fireflyequipment
Industrials,cavalierind
Industrials,anodizingindustries
Industrials,stprotomachinery
Consumer Discretionary,becker
Consumer Discretionary,walnutcreekcarpetcare
Industrials,normanmachinetool
Consumer Discretionary,qdcarpetcleaning
Industrials,mohawkmachinery
Industrials,tcsindustries
Industrials,heany
Industrials,rpgindustries
Industrials,machineshub
Information Technology,netnovaz
Information Technology,hamillroad
Media, Marketing & Sales,fusemagazineonline
Information Technology,mgm-solutions
Consumer Discretionary,iceseducation
Consumer Discretionary,kashmirei
Consumer Discretionary,abovetherestcarpetcleaning
Consumer Discretionary,allianceretailinteriors
Consumer Discretionary,thebespokeapparel
Information Technology,greencubes
Consumer Discretionary,plyapparel
Consumer Discretionary,sustainableartschool
Information Technology,glsolutions
Industrials,leaderind.hk
Industrials,aeroscraft
Industrials,safeguardarmor
Industrials,rolledalloys
Industrials,meanmachineshop
Industrials,woodworkerstool
Information Technology,code-b.in
Industrials,aplazer
Industrials,pentex
Consumer Discretionary,trusanga
Information Technology,adrosolutions
Information Technology,allegrosoft
Consumer Discretionary,bespokeeducation
Information Technology,matlabsolutions
Industrials,fioramachinery
Information Technology,networxit
Information Technology,pcinnovation
Information Technology,northcomputers.ar
Consumer Discretionary,precisecarpetcleaning
Information Technology,qualityinternetsolutions
Industrials,janesvilletool
Industrials,cartermachinery
Information Technology,techpearl
Consumer Discretionary,essentialsforeducation
Information Technology,linkrisk
Information Technology,topsource.in
Information Technology,fortressns
Industrials,spartantool
Consumer Discretionary,iprimed
Industrials,mansfieldboard
Industrials,gatesmachine
Industrials,haasmachinetools
Consumer Discretionary,anchoredapparel
Consumer Discretionary,aatextile.tw
Consumer Discretionary,justtextiles
Industrials,joyaindustries
Industrials,walkerbro
Industrials,samsungmachinetools
Consumer Discretionary,foothillsmontessori
Information Technology,tietronix
Consumer Discretionary,happitummi
Consumer Discretionary,diamondappliance
Consumer Discretionary,fourfiftyfive
Consumer Discretionary,makermembers
Consumer Discretionary,earlyedstation
Consumer Discretionary,mybeeclean
Consumer Discretionary,brightworld
Consumer Discretionary,strictlyeducation
Information Technology,datanetsolutions
Consumer Discretionary,kdrglobaleducationsolutions
Information Technology,quazma
Information Technology,konicaminolta
Information Technology,armensolutions
Information Technology,dss-llc
Information Technology,optimalmonitoring
Information Technology,winprotech
Information Technology,windowslotto
Information Technology,cloudquest.io
Information Technology,excellcsi
Consumer Discretionary,ethicalapparelafrica
Media, Marketing & Sales,printandsigncentres
Information Technology,sqrisk
Information Technology,familycloudconnect
Information Technology,newhorizonsgso
Information Technology,zoltglobal
Information Technology,southtexascopysolutions
Information Technology,champlinwireless
Information Technology,360plussolutions.in
Information Technology,behrens
Industrials,hopkinsmachinery
Information Technology,apolanglobal
Industrials,jardis
Information Technology,blackbagconsulting
Information Technology,superfectsolutions
Information Technology,mtpsoftware
Industrials,machinesale.in
Media, Marketing & Sales,photographyandretouch
Media, Marketing & Sales,transportmediamarketing
Industrials,magnamachine
Information Technology,attain
Industrials,jbtaerotech
Industrials,shoule
Industrials,puwer
Consumer Discretionary,911appliance
Industrials,bhardinconst
Information Technology,scribesoft
Information Technology,iincore
Information Technology,pi-digi
Information Technology,rosebanksolutionsgroup
Industrials,meltons
Information Technology,wirelesscarpark
Information Technology,intsolgrp
Consumer Discretionary,everythingenglisheducation
Consumer Discretionary,etsgroup
Consumer Discretionary,bep.education
Media, Marketing & Sales,cakeshopmedia
Media, Marketing & Sales,sjelms
Industrials,icaelectrical
Industrials,one.aero
Media, Marketing & Sales,tanknewmedia
Information Technology,coriis
Information Technology,platinumsolutionsconsulting
Information Technology,pcdoccomputerservices
Information Technology,microapex
Information Technology,g1computers
Consumer Discretionary,rapiddenver
Information Technology,futurecomputers
Consumer Discretionary,apparel52
Consumer Discretionary,guidingprincipals
Consumer Discretionary,rmei
Consumer Discretionary,cle.bc
Information Technology,cmitsolutions
Information Technology,greatlakesdatabase
Consumer Discretionary,jrcert
Information Technology,cm2software
Consumer Discretionary,sowerseducationgroup
Consumer Discretionary,mcappliance
Information Technology,corrin
Consumer Discretionary,xcelloninstitute
Consumer Discretionary,accordeducation
Industrials,conwaymachine
Industrials,aeroed
Industrials,amtnw
Industrials,dynamicmachinecorp
Information Technology,artclip3d
Industrials,fbblades
Industrials,valleyviewtractor
Media, Marketing & Sales,949local
Information Technology,world1telecom
Industrials,autometrix
Industrials,anichind
Industrials,uk
Industrials,armorstruxx
Industrials,boltontool
Information Technology,alternativetelecommunications
Consumer Discretionary,stateapparel
Information Technology,profitbydata
Industrials,rikontools
Consumer Discretionary,skillsphere
Information Technology,eonesolutions
Information Technology,highspeed
Information Technology,vernier
Information Technology,smartmsps
Information Technology,101datasolutions
Information Technology,avn-solutions
Industrials,strohwig
Information Technology,nicus
Information Technology,acii
Information Technology,scootersoftware
Information Technology,tech-prastish
Information Technology,pro3
Information Technology,drakehs
Industrials,chickmachine
Information Technology,mastermine
Industrials,customaerospacecomponents
Industrials,craneae
Consumer Discretionary,universalcarpetsystems
Consumer Discretionary,ctmtechtextile
Consumer Discretionary,wizardeducation
Information Technology,getcloudcherry
Information Technology,tcccomputers
Information Technology,stechid
Information Technology,winserver
Information Technology,tecsosolutions
Information Technology,mealtracker
Information Technology,pisonstreamsolutions
Information Technology,acesoft.in
Information Technology,theinternetcentre
Information Technology,ims-stlouis
Information Technology,cloudsclick
Industrials,colmac.in
Consumer Discretionary,allfie
Industrials,jpwindustries
Consumer Discretionary,wirelesseducation
Consumer Discretionary,appareldesignsinc
Industrials,norcaind
Industrials,dutchmantreespade
Industrials,mtrnet
Consumer Discretionary,powerseducation
Consumer Discretionary,abbeycarpetandfloor
Consumer Discretionary,airflowappliance
Information Technology,johnstowncomputer
Information Technology,wpgsolution
Consumer Discretionary,dalesappliance
Consumer Discretionary,interiortextiles
Consumer Discretionary,ieducationm
Industrials,heka.aero
Information Technology,zetaone
Information Technology,extentia
Information Technology,licomputerguys
Information Technology,iboxsolutions
Industrials,themachinerymanagementpeople
Information Technology,ncritsolution
Information Technology,sigmapeiron
Information Technology,ieecho
Consumer Discretionary,appliance-company
Consumer Discretionary,michaelantonio
Consumer Discretionary,vertexlearning
Consumer Discretionary,yorkcarpetcleaning
Information Technology,veber
Consumer Discretionary,efgseattle
Information Technology,lacspc
Information Technology,gatesoftsol
Consumer Discretionary,laetuseducation
Consumer Discretionary,accarpetclean
Information Technology,computerlounge
Information Technology,adaksoftware
Information Technology,srmsoftwareinc
Information Technology,matrix.br
Information Technology,pragmaticict
Information Technology,rezenent
Information Technology,sitescomputer
Industrials,argusindustries
Industrials,pbclinear
Industrials,stanfordville
Industrials,peerlesspump
Consumer Discretionary,xseededucation
Consumer Discretionary,bluediamondcarpetcleaning
Information Technology,proteonsoftware
Information Technology,ansible-gs
Information Technology,classifiedsolutionsgroup
Information Technology,briskco
Industrials,smalltools
Information Technology,solutionsintomotion
Information Technology,kbits.in
Information Technology,globalinfocloud
Information Technology,smc
Information Technology,in-cloud
Industrials,ballbearingcentre
Industrials,meridianindustrialgroup
Industrials,rotorcorp
Information Technology,infaso
Information Technology,softdigix
Information Technology,fiveonline.in
Information Technology,bettercloud
Media, Marketing & Sales,creativecompound
Information Technology,prakashinfotech
Media, Marketing & Sales,joelnelson
Media, Marketing & Sales,cardinalfilm
Information Technology,vmtsoft
Information Technology,techsols.biz
Information Technology,diardsoftware
Consumer Discretionary,ncge
Consumer Discretionary,boxappliance
Consumer Discretionary,blogspot.in
Consumer Discretionary,englishaheadonline
Consumer Discretionary,theapparelagency
Consumer Discretionary,dazzlingdesignsinc
Consumer Discretionary,livincountryusa
Industrials,budney
Industrials,ccstabletpress
Consumer Discretionary,gfet
Information Technology,daragon
Industrials,infinityturbine
Information Technology,omninos.in
Industrials,etmblades
Industrials,tooltex
Industrials,accurusaero
Industrials,morgood
Industrials,remisi
Industrials,wswoodmachinery
Consumer Discretionary,gentlemanandscholar
Industrials,intermountainturbine
Industrials,basicmachinery
Industrials,vandeventermachine
Industrials,cuttingtoolpickers
Information Technology,softekinc
Information Technology,spudsoftware
Industrials,industryiq
Consumer Discretionary,proishunting
Consumer Discretionary,carpet-town
Consumer Discretionary,ata-appliance-repair
Consumer Discretionary,memosamples
Industrials,industrialvacuum
Consumer Discretionary,soonercarpetcleaning
Information Technology,roundsoftware
Information Technology,apwip
